symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MCD,2016-11-23 00:00:00+00:00,120.14,120.76,119.73,119.73,2872059,107.3035462793,107.8573018869,106.9373530549,106.9373530549,2872059,0.0,1.0
MCD,2016-11-25 00:00:00+00:00,120.66,120.99,119.92,120.08,1709105,107.7679864663,108.0627273542,107.107052354,107.2499570269,1709105,0.0,1.0
MCD,2016-11-28 00:00:00+00:00,121.82,121.87,120.23,120.38,5931717,108.804045345,108.8487030552,107.3839301578,107.5179032887,5931717,0.0,1.0
MCD,2016-11-29 00:00:00+00:00,120.68,120.79,119.02,120.38,6370585,108.6254145038,108.7244267311,107.1312299821,108.3553811565,6370585,0.94,1.0
MCD,2016-11-30 00:00:00+00:00,119.27,120.49,119.27,120.22,5696096,107.3562577715,108.4543933839,107.3562577715,108.2113633713,5696096,0.0,1.0
MCD,2016-12-01 00:00:00+00:00,118.47,118.96,117.87,118.96,4444973,106.6361688454,107.0772233127,106.0961021508,107.0772233127,4444973,0.0,1.0
MCD,2016-12-02 00:00:00+00:00,118.24,118.5,117.71,118.0,3348723,106.4291432792,106.6631721802,105.9520843656,106.2131166013,3348723,0.0,1.0
MCD,2016-12-05 00:00:00+00:00,119.29,120.34,119.03,119.45,5191935,107.3742599947,108.3193767102,107.1402310937,107.5182777799,5191935,0.0,1.0
MCD,2016-12-06 00:00:00+00:00,119.25,119.65,118.6,119.29,3367984,107.3382555484,107.6983000114,106.7531832959,107.3742599947,3367984,0.0,1.0
MCD,2016-12-07 00:00:00+00:00,119.92,120.13,118.465,119.41,4059907,107.941330024,108.1303533671,106.6316682896,107.4822733336,4059907,0.0,1.0
MCD,2016-12-08 00:00:00+00:00,120.45,121.15,119.5,120.05,3255709,108.4183889375,109.0484667479,107.5632833378,108.0583444745,3255709,0.0,1.0
MCD,2016-12-09 00:00:00+00:00,121.26,121.27,120.21,120.57,2623713,109.1474789752,109.1564800868,108.2023622597,108.5264022765,2623713,0.0,1.0
MCD,2016-12-12 00:00:00+00:00,121.74,122.25,121.26,121.57,4172434,109.5795323309,110.0385890213,109.1474789752,109.4265134341,4172434,0.0,1.0
MCD,2016-12-13 00:00:00+00:00,122.68,122.92,121.76,121.78,4307966,110.4256368191,110.6416634969,109.5975345541,109.6155367772,4307966,0.0,1.0
MCD,2016-12-14 00:00:00+00:00,122.84,123.4,122.39,122.87,4967405,110.5696546043,111.0737168526,110.1646045834,110.596657939,4967405,0.0,1.0
MCD,2016-12-15 00:00:00+00:00,122.36,123.36,121.77,122.97,4402760,110.1376012486,111.0377124063,109.6065356656,110.6866690548,4402760,0.0,1.0
MCD,2016-12-16 00:00:00+00:00,123.24,123.84,122.54,122.89,10793788,110.9296990674,111.4697657619,110.299621257,110.6146601622,10793788,0.0,1.0
MCD,2016-12-19 00:00:00+00:00,122.99,123.66,122.77,123.23,3545487,110.7046712779,111.3077457536,110.5066468233,110.9206979558,3545487,0.0,1.0
MCD,2016-12-20 00:00:00+00:00,123.33,123.9,122.71,123.18,2768822,111.0107090715,111.5237724314,110.4526401538,110.8756923979,2768822,0.0,1.0
MCD,2016-12-21 00:00:00+00:00,123.18,123.76,123.1,123.15,2762783,110.8756923979,111.3977568693,110.8036835053,110.8486890632,2762783,0.0,1.0
MCD,2016-12-22 00:00:00+00:00,123.72,123.995,123.09,123.12,3037126,111.361752423,111.6092829914,110.7946823937,110.8216857284,3037126,0.0,1.0
MCD,2016-12-23 00:00:00+00:00,123.14,123.83,123.07,123.37,2164391,110.8396879516,111.4607646504,110.7766801706,111.0467135179,2164391,0.0,1.0
MCD,2016-12-27 00:00:00+00:00,123.07,123.65,122.97,123.3,1919649,110.7766801706,111.298744642,110.6866690548,110.9837057368,1919649,0.0,1.0
MCD,2016-12-28 00:00:00+00:00,122.68,123.35,122.61,122.93,1980189,110.4256368191,111.0287112947,110.362629038,110.6506646085,1980189,0.0,1.0
MCD,2016-12-29 00:00:00+00:00,122.79,123.36,122.76,122.76,1943461,110.5246490464,111.0377124063,110.4976457117,110.4976457117,1943461,0.0,1.0
MCD,2016-12-30 00:00:00+00:00,121.72,123.16,121.44,122.79,3573909,109.5615301077,110.8576901747,109.3094989836,110.5246490464,3573909,0.0,1.0
MCD,2017-01-03 00:00:00+00:00,119.62,122.0,118.96,121.86,5123752,107.6712966767,109.8135612319,107.0772233127,109.6875456698,5123752,0.0,1.0
MCD,2017-01-04 00:00:00+00:00,119.48,119.74,118.18,119.0,3780783,107.5452811146,107.7793100156,106.3751366097,107.113227759,3780783,0.0,1.0
MCD,2017-01-05 00:00:00+00:00,119.7,120.2,119.1,119.34,4261070,107.7433055693,108.1933611481,107.2032388747,107.4192655526,4261070,0.0,1.0
MCD,2017-01-06 00:00:00+00:00,120.76,121.5,118.52,118.93,4089186,108.6974233964,109.3635056531,106.6811744033,107.0502199779,4089186,0.0,1.0
MCD,2017-01-09 00:00:00+00:00,120.43,121.06,120.33,120.76,3021809,108.4003867144,108.9674567437,108.3103755986,108.6974233964,3021809,0.0,1.0
MCD,2017-01-10 00:00:00+00:00,120.25,120.85,119.73,120.46,3108394,108.238366706,108.7784334006,107.770308904,108.4273900491,3108394,0.0,1.0
MCD,2017-01-11 00:00:00+00:00,120.88,121.5,120.62,120.93,3565185,108.8054367353,109.3635056531,108.5714078343,108.8504422932,3565185,0.0,1.0
MCD,2017-01-12 00:00:00+00:00,122.1,122.31,120.2,120.3,3480802,109.9035723477,110.0925956908,108.1933611481,108.2833722639,3480802,0.0,1.0
MCD,2017-01-13 00:00:00+00:00,121.5,122.24,121.1,122.24,2877498,109.3635056531,110.0295879097,109.00346119,110.0295879097,2877498,0.0,1.0
MCD,2017-01-17 00:00:00+00:00,122.75,122.8,120.7,120.75,4077567,110.4886446001,110.533650158,108.643416727,108.6884222848,4077567,0.0,1.0
MCD,2017-01-18 00:00:00+00:00,122.71,123.0,121.8,122.81,3394703,110.4526401538,110.7136723895,109.6335390004,110.5426512696,3394703,0.0,1.0
MCD,2017-01-19 00:00:00+00:00,122.18,123.0,122.04,122.24,3155158,109.9755812403,110.7136723895,109.8495656782,110.0295879097,3155158,0.0,1.0
MCD,2017-01-20 00:00:00+00:00,122.26,122.95,122.015,122.26,4884521,110.0475901329,110.6686668316,109.8270628993,110.0475901329,4884521,0.0,1.0
MCD,2017-01-23 00:00:00+00:00,121.38,122.08,119.82,121.69,7022521,109.2554923142,109.8855701245,107.8513189082,109.534526773,7022521,0.0,1.0
MCD,2017-01-24 00:00:00+00:00,121.05,122.06,120.52,121.97,3495211,108.9584556321,109.8675679013,108.4813967186,109.7865578972,3495211,0.0,1.0
MCD,2017-01-25 00:00:00+00:00,121.79,121.92,120.95,121.49,3968263,109.6245378888,109.7415523393,108.8684445164,109.3545045415,3968263,0.0,1.0
MCD,2017-01-26 00:00:00+00:00,121.88,122.38,121.76,121.86,2497470,109.705547893,110.1556034718,109.5975345541,109.6875456698,2497470,0.0,1.0
MCD,2017-01-27 00:00:00+00:00,122.86,122.99,121.48,122.27,3592676,110.5876568275,110.7046712779,109.3455034299,110.0565912444,3592676,0.0,1.0
MCD,2017-01-30 00:00:00+00:00,123.02,123.21,122.3,122.81,3777994,110.7316746127,110.9026957326,110.0835945792,110.5426512696,3777994,0.0,1.0
MCD,2017-01-31 00:00:00+00:00,122.57,123.34,122.095,123.02,3733323,110.3266245917,111.0197101831,109.8990717919,110.7316746127,3733323,0.0,1.0
MCD,2017-02-01 00:00:00+00:00,122.42,122.5,121.7,121.9,3233576,110.1916079181,110.2636168107,109.5435278846,109.7235501161,3233576,0.0,1.0
MCD,2017-02-02 00:00:00+00:00,123.22,123.98,122.26,122.54,3236564,110.9116968442,111.595781324,110.0475901329,110.299621257,3236564,0.0,1.0
MCD,2017-02-03 00:00:00+00:00,124.24,124.51,123.28,123.31,3183378,111.829810225,112.0728402376,110.9657035137,110.9927068484,3183378,0.0,1.0
MCD,2017-02-06 00:00:00+00:00,124.45,124.9,123.95,124.09,2760096,112.0188335681,112.423883589,111.5687779893,111.6947935514,2760096,0.0,1.0
MCD,2017-02-07 00:00:00+00:00,124.59,125.42,124.59,124.95,2847175,112.1448491302,112.891941391,112.1448491302,112.4688891469,2847175,0.0,1.0
MCD,2017-02-08 00:00:00+00:00,124.67,125.36,124.49,124.58,2835161,112.2168580228,112.8379347216,112.0548380144,112.1358480186,2835161,0.0,1.0
MCD,2017-02-09 00:00:00+00:00,124.48,125.0,124.36,124.47,2493605,112.0458369028,112.5138947048,111.9378235639,112.0368357913,2493605,0.0,1.0
MCD,2017-02-10 00:00:00+00:00,125.82,126.1124,124.5201,124.68,3681436,113.2519858541,113.5151783566,112.0819313603,112.2258591344,3681436,0.0,1.0
MCD,2017-02-13 00:00:00+00:00,125.54,126.68,125.49,126.02,2993779,112.9999547299,114.0260814496,112.954949172,113.4320080856,2993779,0.0,1.0
MCD,2017-02-14 00:00:00+00:00,125.81,126.07,125.27,125.5,2663074,113.2429847425,113.4770136435,112.7569247174,112.9639502836,2663074,0.0,1.0
MCD,2017-02-15 00:00:00+00:00,126.48,126.79,125.45,125.66,2974932,113.8460592181,114.125093677,112.9189447257,113.1079680688,2974932,0.0,1.0
MCD,2017-02-16 00:00:00+00:00,126.7,127.82,126.31,126.75,3006011,114.0440836728,115.0522081693,113.6930403213,114.0890892307,3006011,0.0,1.0
MCD,2017-02-17 00:00:00+00:00,127.8,127.875,126.68,126.78,3676882,115.0342059462,115.101714283,114.0260814496,114.1160925654,3676882,0.0,1.0
MCD,2017-02-21 00:00:00+00:00,128.04,128.32,127.16,127.16,4494973,115.250232624,115.5022637482,114.4581348053,114.4581348053,4494973,0.0,1.0
MCD,2017-02-22 00:00:00+00:00,127.85,128.11,126.4,127.52,3670720,115.0792115041,115.3132404051,113.7740503255,114.7821748221,3670720,0.0,1.0
MCD,2017-02-23 00:00:00+00:00,128.27,128.9,127.44,127.93,3177951,115.4572581903,116.0243282196,114.7101659294,115.1512203967,3177951,0.0,1.0
MCD,2017-02-24 00:00:00+00:00,128.65,128.74,127.75,128.36,3537175,115.7993004302,115.8803104344,114.9892003883,115.5382681945,3537175,0.0,1.0
MCD,2017-02-27 00:00:00+00:00,126.99,127.75,126.78,127.68,5183814,115.1512203967,115.8403685777,114.960797873,115.7768944031,5183814,0.94,1.0
MCD,2017-02-28 00:00:00+00:00,127.65,127.93,126.58,127.08,4619263,115.7496911854,116.0035878837,114.7794430885,115.2328300497,4619263,0.0,1.0
MCD,2017-03-01 00:00:00+00:00,129.05,130.0,127.62,128.02,5471550,117.0191746767,117.8806099029,115.7224879678,116.0851975367,5471550,0.0,1.0
MCD,2017-03-02 00:00:00+00:00,128.23,129.81,128.15,129.05,6737968,116.2756200604,117.7083228577,116.2030781466,117.0191746767,6737968,0.0,1.0
MCD,2017-03-03 00:00:00+00:00,127.9,128.66,127.44,128.19,4071613,115.976384666,116.665532847,115.5592686617,116.2393491035,4071613,0.0,1.0
MCD,2017-03-06 00:00:00+00:00,128.03,128.34,127.4,127.9,3271529,116.0942652759,116.3753651918,115.5229977048,115.976384666,3271529,0.0,1.0
MCD,2017-03-07 00:00:00+00:00,128.07,128.31,127.34,128.06,3332350,116.1305362328,116.3481619742,115.4685912695,116.1214684936,3332350,0.0,1.0
MCD,2017-03-08 00:00:00+00:00,128.09,128.36,127.47,128.07,3571805,116.1486717112,116.3935006703,115.5864718794,116.1305362328,3571805,0.0,1.0
MCD,2017-03-09 00:00:00+00:00,128.14,128.72,127.69,127.95,3266027,116.1940104074,116.7199392823,115.7859621423,116.0217233621,3266027,0.0,1.0
MCD,2017-03-10 00:00:00+00:00,127.98,128.59,127.72,128.56,3178923,116.0489265798,116.6020586724,115.81316536,116.5748554547,3178923,0.0,1.0
MCD,2017-03-13 00:00:00+00:00,127.61,128.273,127.35,128.01,3130804,115.7134202285,116.314611339,115.4776590087,116.0761297975,3130804,0.0,1.0
MCD,2017-03-14 00:00:00+00:00,127.8,128.23,127.5001,127.65,2492670,115.8857072738,116.2756200604,115.6137657745,115.7496911854,2492670,0.0,1.0
MCD,2017-03-15 00:00:00+00:00,127.88,128.3,127.47,128.21,3529288,115.9582491876,116.3390942349,115.5864718794,116.2574845819,3529288,0.0,1.0
MCD,2017-03-16 00:00:00+00:00,127.98,128.9,127.93,128.3,3945669,116.0489265798,116.8831585883,116.0035878837,116.3390942349,3945669,0.0,1.0
MCD,2017-03-17 00:00:00+00:00,128.64,129.9815,128.42,128.57,12532692,116.6473973685,117.8638345853,116.4479071056,116.583923194,12532692,0.0,1.0
MCD,2017-03-20 00:00:00+00:00,128.78,129.4799,128.47,128.99,3415501,116.7743457177,117.4089967859,116.4932458017,116.9647682413,3415501,0.0,1.0
MCD,2017-03-21 00:00:00+00:00,128.52,129.75,128.18,129.22,4062394,116.5385844978,117.6539164223,116.2302813643,117.1733262435,4062394,0.0,1.0
MCD,2017-03-22 00:00:00+00:00,129.1,129.15,128.41,128.58,3174246,117.0645133728,117.1098520689,116.4388393664,116.5929909332,3174246,0.0,1.0
MCD,2017-03-23 00:00:00+00:00,129.0,129.59,128.81,129.14,2774527,116.9738359806,117.5088325947,116.8015489353,117.1007843297,2774527,0.0,1.0
MCD,2017-03-24 00:00:00+00:00,129.34,129.68,129.16,129.38,3568234,117.2821391142,117.5904422478,117.1189198081,117.3184100711,3568234,0.0,1.0
MCD,2017-03-27 00:00:00+00:00,129.49,129.82,129.02,129.08,2540421,117.4181552025,117.7173905969,116.991971459,117.0463778944,2540421,0.0,1.0
MCD,2017-03-28 00:00:00+00:00,129.45,129.77,128.94,129.46,3487426,117.3818842456,117.6720519008,116.9194295452,117.3909519848,3487426,0.0,1.0
MCD,2017-03-29 00:00:00+00:00,128.84,129.67,128.63,129.0,3197762,116.828752153,117.5813745085,116.6383296293,116.9738359806,3197762,0.0,1.0
MCD,2017-03-30 00:00:00+00:00,129.32,129.53,128.6,128.75,2018028,117.2640036357,117.4544261594,116.6111264116,116.7471425,2018028,0.0,1.0
MCD,2017-03-31 00:00:00+00:00,129.61,130.19,129.3,129.39,3041677,117.5269680732,118.0528969481,117.2458681573,117.3274778103,3041677,0.0,1.0
MCD,2017-04-03 00:00:00+00:00,129.61,129.71,128.86,129.5,3287117,117.5269680732,117.6176454654,116.8468876314,117.4272229417,3287117,0.0,1.0
MCD,2017-04-04 00:00:00+00:00,129.29,129.53,128.65,129.14,3413965,117.236800418,117.4544261594,116.6564651078,117.1007843297,3413965,0.0,1.0
MCD,2017-04-05 00:00:00+00:00,130.41,131.58,129.65,129.89,4052194,118.2523872111,119.3133127002,117.5632390301,117.7808647714,4052194,0.0,1.0
MCD,2017-04-06 00:00:00+00:00,130.15,130.66,129.96,130.31,3857127,118.0166259912,118.4790806916,117.844338946,118.1617098188,3857127,0.0,1.0
MCD,2017-04-07 00:00:00+00:00,129.96,130.4,129.62,130.02,2176598,117.844338946,118.2433194718,117.5360358124,117.8987453813,2176598,0.0,1.0
MCD,2017-04-10 00:00:00+00:00,129.98,130.65,129.52,129.95,2709287,117.8624744244,118.4700129524,117.4453584202,117.8352712068,2709287,0.0,1.0
MCD,2017-04-11 00:00:00+00:00,131.2,131.24,129.8,130.62,3677631,118.9687386097,119.0050095666,117.6992551184,118.4428097347,3677631,0.0,1.0
MCD,2017-04-12 00:00:00+00:00,131.26,131.56,130.87,131.31,3195534,119.023145045,119.2951772217,118.6695032153,119.0684837411,3195534,0.0,1.0
MCD,2017-04-13 00:00:00+00:00,130.76,131.14,130.57,131.0,2429242,118.5697580839,118.9143321744,118.3974710386,118.7873838252,2429242,0.0,1.0
MCD,2017-04-17 00:00:00+00:00,131.35,131.87,130.91,131.25,3236373,119.104754698,119.5762771377,118.7057741722,119.0140773058,3236373,0.0,1.0
MCD,2017-04-18 00:00:00+00:00,132.3,132.8,131.8,132.01,3617373,119.9661899243,120.4195768854,119.5128029631,119.7032254868,3617373,0.0,1.0
MCD,2017-04-19 00:00:00+00:00,132.64,133.0,132.34,132.64,3132760,120.2744930578,120.6009316699,120.0024608811,120.2744930578,3132760,0.0,1.0
MCD,2017-04-20 00:00:00+00:00,133.27,133.44,132.64,132.65,2697250,120.8457606289,120.9999121957,120.2744930578,120.2835607971,2697250,0.0,1.0
MCD,2017-04-21 00:00:00+00:00,133.41,133.88,133.15,133.55,3466098,120.972708978,121.3988927215,120.7369477582,121.0996573272,3466098,0.0,1.0
MCD,2017-04-24 00:00:00+00:00,134.23,134.76,133.26,134.24,5040990,121.7162635944,122.1968537732,120.8366928897,121.7253313336,5040990,0.0,1.0
MCD,2017-04-25 00:00:00+00:00,141.7,141.99,137.18,138.14,108938,128.4898647942,128.7528292316,124.3912466652,125.2617496307,108938,0.0,1.0
MCD,2017-04-26 00:00:00+00:00,140.84,142.0,140.34,141.7,7089385,127.710039221,128.7618969709,127.2566522598,128.4898647942,7089385,0.0,1.0
MCD,2017-04-27 00:00:00+00:00,140.87,142.79,140.85,141.88,5134930,127.7372424386,129.4782483695,127.7191069602,128.6530841002,5134930,0.0,1.0
MCD,2017-04-28 00:00:00+00:00,139.93,140.76,139.78,140.39,4768504,126.8848749516,127.6374973072,126.7488588633,127.3019909559,4768504,0.0,1.0
MCD,2017-05-01 00:00:00+00:00,141.15,141.45,139.84,139.86,3733901,127.9911391369,128.2631713136,126.8032652986,126.8214007771,3733901,0.0,1.0
MCD,2017-05-02 00:00:00+00:00,141.23,141.81,140.72,140.98,3751244,128.0636810507,128.5896099256,127.6012263503,127.8369875701,3751244,0.0,1.0
MCD,2017-05-03 00:00:00+00:00,142.62,142.7,141.4,142.2,4278437,129.3240968027,129.3966387165,128.2178326175,128.9432517553,4278437,0.0,1.0
MCD,2017-05-04 00:00:00+00:00,143.45,143.67,142.26,142.62,4172368,130.0767191582,130.2762094211,128.9976581907,129.3240968027,4172368,0.0,1.0
MCD,2017-05-05 00:00:00+00:00,143.96,143.975,142.58,143.42,2438046,130.5391738586,130.5527754675,129.2878258458,130.0495159406,2438046,0.0,1.0
MCD,2017-05-08 00:00:00+00:00,144.24,144.5,143.66,143.93,2813004,130.7930705569,131.0288317767,130.2671416819,130.511970641,2813004,0.0,1.0
MCD,2017-05-09 00:00:00+00:00,144.36,144.98,144.0,144.09,3046850,130.9018834276,131.4640832594,130.5754448155,130.6570544685,3046850,0.0,1.0
MCD,2017-05-10 00:00:00+00:00,144.52,144.64,143.73,143.86,2272253,131.0469672551,131.1557801258,130.3306158565,130.4484964664,2272253,0.0,1.0
MCD,2017-05-11 00:00:00+00:00,144.21,144.405,143.4,144.08,1893482,130.7658673392,130.9426882541,130.0313804621,130.6479867293,1893482,0.0,1.0
MCD,2017-05-12 00:00:00+00:00,145.36,145.5,144.46,144.5,2718853,131.8086573499,131.935605699,130.9925608198,131.0288317767,2718853,0.0,1.0
MCD,2017-05-15 00:00:00+00:00,146.28,146.4,145.43,145.43,3308450,132.6428893584,132.7517022291,131.8721315244,131.8721315244,3308450,0.0,1.0
MCD,2017-05-16 00:00:00+00:00,147.29,147.6686,146.28,146.55,3533947,133.55873102,133.902035627,132.6428893584,132.8877183175,3533947,0.0,1.0
MCD,2017-05-17 00:00:00+00:00,146.41,147.46,146.24,146.635,3868811,132.7607699683,133.7128825868,132.6066184015,132.9647941009,3868811,0.0,1.0
MCD,2017-05-18 00:00:00+00:00,147.01,147.24,145.81,146.41,2701088,133.3048343217,133.5133923239,132.2167056149,132.7607699683,2701088,0.0,1.0
MCD,2017-05-19 00:00:00+00:00,148.15,148.83,146.84,147.25,4061581,134.3385565932,134.9551628604,133.1506827549,133.5224600631,4061581,0.0,1.0
MCD,2017-05-22 00:00:00+00:00,148.19,148.88,147.93,148.3,3294468,134.3748275501,135.0005015565,134.1390663303,134.4745726815,3294468,0.0,1.0
MCD,2017-05-23 00:00:00+00:00,147.82,148.53,147.65,148.22,3259171,134.0393211988,134.6831306837,133.885169632,134.4020307677,3259171,0.0,1.0
MCD,2017-05-24 00:00:00+00:00,149.5,149.99,147.0,147.94,3348932,135.5627013883,136.0070206103,133.2957665825,134.1481340695,3348932,0.0,1.0
MCD,2017-05-25 00:00:00+00:00,149.78,149.95,149.27,149.81,3401209,135.8165980866,135.9707496534,135.3541433862,135.8438013043,3401209,0.0,1.0
MCD,2017-05-26 00:00:00+00:00,149.86,150.24,149.25,149.87,3256906,135.8891400004,136.2337140909,135.3360079077,135.8982077396,3256906,0.0,1.0
MCD,2017-05-30 00:00:00+00:00,149.93,150.33,149.52,149.95,3100797,135.9526141749,136.3153237439,135.5808368668,135.9707496534,3100797,0.0,1.0
MCD,2017-05-31 00:00:00+00:00,150.89,151.145,149.6,150.12,6303848,136.8231171404,137.0543444906,135.6533787806,136.1249012202,6303848,0.0,1.0
MCD,2017-06-01 00:00:00+00:00,152.39,152.39,150.35,150.79,4339935,139.0356455109,139.0356455109,137.1744163171,137.5758579079,4339935,0.94,1.0
MCD,2017-06-02 00:00:00+00:00,153.74,153.9,152.15,152.52,4309500,140.2673413009,140.4133200612,138.8166773704,139.1542532536,4309500,0.0,1.0
MCD,2017-06-05 00:00:00+00:00,152.79,153.66,152.76,153.63,2632070,139.4005924116,140.1943519207,139.373221394,140.1669809032,2632070,0.0,1.0
MCD,2017-06-06 00:00:00+00:00,151.23,152.59,151.21,152.37,3656606,137.9772994987,139.2181189612,137.9590521537,139.0173981658,3656606,0.0,1.0
MCD,2017-06-07 00:00:00+00:00,151.94,152.01,150.7256,151.23,2904458,138.6250802475,138.6889459551,137.5171014569,137.9772994987,2904458,0.0,1.0
MCD,2017-06-08 00:00:00+00:00,151.43,152.15,151.01,152.0,3696486,138.1597729491,138.8166773704,137.7765787033,138.6798222826,3696486,0.0,1.0
MCD,2017-06-09 00:00:00+00:00,151.48,151.995,150.9,151.88,4134741,138.2053913117,138.6752604464,137.6762183056,138.5703382124,4134741,0.0,1.0
MCD,2017-06-12 00:00:00+00:00,148.47,151.08,148.04,151.0,5900861,135.4591658836,137.8404444109,135.0668479653,137.7674550308,5900861,0.0,1.0
MCD,2017-06-13 00:00:00+00:00,149.82,150.2499,148.62,148.86,4262801,136.6908616736,137.0830883552,135.5960209713,135.8149891118,4262801,0.0,1.0
MCD,2017-06-14 00:00:00+00:00,150.68,151.08,149.91,150.32,2674446,137.4754975102,137.8404444109,136.7729747262,137.1470452995,2674446,0.0,1.0
MCD,2017-06-15 00:00:00+00:00,151.17,151.52,149.65,149.9,2512407,137.9225574636,138.2418860017,136.5357592408,136.7638510537,2512407,0.0,1.0
MCD,2017-06-16 00:00:00+00:00,151.99,152.89,150.92,150.98,5429604,138.6706986101,139.4918291368,137.6944656506,137.7492076857,5429604,0.0,1.0
MCD,2017-06-19 00:00:00+00:00,153.14,153.18,151.84,152.39,3160510,139.7199209497,139.7564156398,138.5338435223,139.0356455109,3160510,0.0,1.0
MCD,2017-06-20 00:00:00+00:00,154.07,155.28,153.84,154.27,3609943,140.568422494,141.6723868687,140.358578026,140.7508959443,3609943,0.0,1.0
MCD,2017-06-21 00:00:00+00:00,153.73,154.42,153.61,154.18,2415534,140.2582176283,140.8877510321,140.1487335581,140.6687828917,2415534,0.0,1.0
MCD,2017-06-22 00:00:00+00:00,154.8,154.91,153.68,153.78,2001413,141.2344505878,141.3348109855,140.2125992658,140.3038359909,2001413,0.0,1.0
MCD,2017-06-23 00:00:00+00:00,154.64,155.45,154.43,155.0,2020571,141.0884718275,141.8274893015,140.8968747046,141.4169240382,2020571,0.0,1.0
MCD,2017-06-26 00:00:00+00:00,153.96,155.46,153.52,155.18,2348229,140.4680620963,141.8366129741,140.0666205055,141.5811501435,2348229,0.0,1.0
MCD,2017-06-27 00:00:00+00:00,153.72,154.8152,153.46,154.0,2136990,140.2490939558,141.2483185701,140.0118784703,140.5045567863,2136990,0.0,1.0
MCD,2017-06-28 00:00:00+00:00,154.3,154.68,153.74,154.04,1292345,140.7782669619,141.1249665176,140.2673413009,140.5410514764,1292345,0.0,1.0
MCD,2017-06-29 00:00:00+00:00,153.13,154.58,152.15,154.58,1973989,139.7107972772,141.0337297924,138.8166773704,141.0337297924,1973989,0.0,1.0
MCD,2017-06-30 00:00:00+00:00,153.16,153.77,152.72,153.3,2467499,139.7381682948,140.2947123184,139.336726704,139.86589971,2467499,0.0,1.0
MCD,2017-07-03 00:00:00+00:00,152.5,153.87,152.475,153.44,1100658,139.1360059086,140.3859490436,139.1131967273,139.9936311253,1100658,0.0,1.0
MCD,2017-07-05 00:00:00+00:00,153.07,153.57,151.99,152.82,2494979,139.6560552421,140.112238868,138.6706986101,139.4279634292,2494979,0.0,1.0
MCD,2017-07-06 00:00:00+00:00,153.09,153.46,152.33,152.7,2004284,139.6743025872,140.0118784703,138.9809034757,139.3184793589,2004284,0.0,1.0
MCD,2017-07-07 00:00:00+00:00,156.27,156.56,153.15,153.37,4014251,142.5756304481,142.8402169511,139.7290446223,139.9297654177,4014251,0.0,1.0
MCD,2017-07-10 00:00:00+00:00,155.52,156.53,155.16,156.28,2402160,141.8913550092,142.8128459336,141.5629027985,142.5847541206,2402160,0.0,1.0
MCD,2017-07-11 00:00:00+00:00,154.91,155.88,154.01,155.09,1927109,141.3348109855,142.2198072198,140.5136804589,141.4990370909,1927109,0.0,1.0
MCD,2017-07-12 00:00:00+00:00,156.58,156.75,155.27,155.41,2082031,142.8584642961,143.013566729,141.6632631962,141.7909946115,2082031,0.0,1.0
MCD,2017-07-13 00:00:00+00:00,155.04,156.54,154.34,156.49,3122616,141.4534187283,142.8219696061,140.814761652,142.7763512435,3122616,0.0,1.0
MCD,2017-07-14 00:00:00+00:00,155.28,155.5,154.73,154.99,2393396,141.6723868687,141.8731076641,141.1705848802,141.4078003657,2393396,0.0,1.0
MCD,2017-07-17 00:00:00+00:00,155.26,155.44,154.7,155.43,2408715,141.6541395237,141.818365629,141.1432138626,141.8092419565,2408715,0.0,1.0
MCD,2017-07-18 00:00:00+00:00,153.96,155.27,153.37,155.0,3890250,140.4680620963,141.6632631962,139.9297654177,141.4169240382,3890250,0.0,1.0
MCD,2017-07-19 00:00:00+00:00,153.89,154.46,153.48,154.13,3047997,140.4041963886,140.9242457222,140.0301258154,140.6231645291,3047997,0.0,1.0
MCD,2017-07-20 00:00:00+00:00,154.21,155.22,153.55,154.03,2231826,140.6961539092,141.6176448336,140.093991523,140.5319278039,2231826,0.0,1.0
MCD,2017-07-21 00:00:00+00:00,153.92,154.7,153.29,154.06,3493457,140.4315674062,141.1432138626,139.8567760375,140.5592988215,3493457,0.0,1.0
MCD,2017-07-24 00:00:00+00:00,151.85,154.215,151.77,154.0,5288968,138.5429671949,140.7007157455,138.4699778147,140.5045567863,5288968,0.0,1.0
MCD,2017-07-25 00:00:00+00:00,159.07,159.98,156.54,157.75,9495200,145.1302587533,145.9605129525,142.8219696061,143.9259339808,9495200,0.0,1.0
MCD,2017-07-26 00:00:00+00:00,156.51,159.0,155.68,158.76,4667992,142.7945985885,145.0663930456,142.0373337695,144.8474249052,4667992,0.0,1.0
MCD,2017-07-27 00:00:00+00:00,156.95,157.43,155.54,156.42,4621853,143.1960401793,143.6339764602,141.9096023542,142.7124855358,4621853,0.0,1.0
MCD,2017-07-28 00:00:00+00:00,155.85,156.66,155.07,156.36,3939072,142.1924362023,142.9314536763,141.4807897458,142.6577435007,3939072,0.0,1.0
MCD,2017-07-31 00:00:00+00:00,155.14,156.42,154.85,155.92,4272395,141.5446554535,142.7124855358,141.2800689504,142.2563019099,4272395,0.0,1.0
MCD,2017-08-01 00:00:00+00:00,154.04,155.9,153.71,154.98,4156836,140.5410514764,142.2380545649,140.2399702833,141.3986766932,4156836,0.0,1.0
